Date,Score,Entry Price,Exit Price,Return
2024-01-29,7,57.720001220703125,59.599998474121094,0.03257098429761723
2024-01-30,7,57.720001220703125,59.599998474121094,0.03257098429761723
2024-01-31,7,58.439998626708984,57.47999954223633,-0.016427089442707574
2024-02-01,7,57.36000061035156,56.040000915527344,-0.023012546736026412
2024-02-02,7,60.31999969482422,55.7599983215332,-0.07559684012535378
2024-02-05,7,59.599998474121094,56.0,-0.06040266050819194
2024-02-06,7,59.599998474121094,56.0,-0.06040266050819194
2024-02-16,7,57.880001068115234,58.79999923706055,0.015894923150789615
2024-04-29,7,53.400001525878906,50.7599983215332,-0.049438260840990705
2024-04-30,7,53.400001525878906,50.7599983215332,-0.049438260840990705
2024-05-01,7,52.68000030517578,49.47999954223633,-0.06074412954445361
2024-05-02,7,54.15999984741211,49.279998779296875,-0.09010341731654219
2024-05-03,7,54.279998779296875,48.84000015258789,-0.10022105285646898
2024-05-06,7,50.7599983215332,47.959999084472656,-0.055161531316929586
2024-05-07,7,50.7599983215332,47.959999084472656,-0.055161531316929586
2024-05-17,7,45.720001220703125,45.52000045776367,-0.004374469763769121
2024-05-20,7,45.31999969482422,44.560001373291016,-0.016769601205888773
2024-07-29,7,46.400001525878906,61.880001068115234,0.33362066881835317
2024-07-30,7,46.400001525878906,61.880001068115234,0.33362066881835317
2024-07-31,7,45.68000030517578,88.5199966430664,0.9378282848443115
2024-09-02,7,44.0,55.400001525878906,0.25909094376997516
2024-11-15,7,42.91999816894531,47.31999969482422,0.10251634933811622
2024-11-18,7,45.869998931884766,45.040000915527344,-0.0180945723933837
2025-02-04,7,43.369998931884766,43.209999084472656,-0.003689182645897661
2025-02-05,7,44.209999084472656,42.11000061035156,-0.04750053195225355
2025-02-06,7,42.9900016784668,42.27000045776367,-0.016748108690206574
2025-02-07,7,42.029998779296875,42.029998779296875,0.0
2025-02-10,7,43.209999084472656,41.18000030517578,-0.046979838516736906
2025-02-11,7,43.209999084472656,41.18000030517578,-0.046979838516736906
2025-07-28,7,41.22999954223633,44.7599983215332,0.08561724032232203
2025-07-29,7,41.22999954223633,44.7599983215332,0.08561724032232203
2025-07-30,7,40.099998474121094,41.72999954223633,0.040648407235406026
2025-07-31,7,41.040000915527344,42.15999984741211,0.027290421708080857
2025-08-04,7,44.7599983215332,39.7599983215332,-0.1117068853328038
2025-08-05,7,44.7599983215332,39.7599983215332,-0.1117068853328038
2025-09-01,7,35.2599983215332,34.4900016784668,-0.021837682351679835
2025-11-03,7,33.029998779296875,33.689998626708984,0.01998183081453202
